name,text,price,label
French Toast - 5 Pc Meal,"Sweet, golden brown, and piping hot, our five-piece French Toast Sticks are perfect for dipping in a side of sweet syrup while youâre on the go. Meal comes in medium and large sizes. Your choice of Hash Browns and a Drink.",0,0
Waffle Potato Fries,,0,0
Steak with Onions,Served with one side.,9.95,1
Bottled Soda,,1.39,0
Chocolate Chip Cookie,,0.79,0
Spicy Crispy Chicken Sandwich Meal,"Made with juicy, tender and crispy 100% white meat chicken, seasoned and breaded with bold flavors and just the right amount of heat; topped with fresh lettuce, ripe tomato, and creamy mayonnaise all on a potato bun. Meal comes in medium and large sizes. Your choice of a side of piping hot, thick cut French Fries or golden Onion Rings and a fountain drink of your choice to make it a meal.",0,1
Cup of Today's Soup,Call restaurant for the soup of the day.,2,0
French Toast - 5 Pc Meal,"Sweet, golden brown, and piping hot, our five-piece French Toast Sticks are perfect for dipping in a side of sweet syrup while youâre on the go. Meal comes in medium and large sizes. Your choice of Hash Browns and a Drink.",0,0
Chocolate Chip Cookie,,0.79,0
"Bacon, Egg & Cheese CROISSAN'WICHÂ®","Our grab-and-go Bacon, Egg & Cheese CROISSANâWICHÂ® is now made with 100% butter for a soft, flaky croissant piled high with thick cut naturally smoked bacon, fluffy eggs, and melted American cheese.",3.19,0
Potato Salad Side,,4.25,0
Fettuccine,Cut into flat and narrow strips.,9.95,1
Unsweetened Iced Tea,,0,0
X2 Energy Strawberry Kiwi,,3.29,0
100. Banana Fritas,Banana poppers. Six each.,2.99,0
Arizona,,2,0
Regular Cannoli Tray,Regular and chocolate cannoli.,30,0
Banana Pudding,,1.99,0
Sobe Green Tea,,2.4,0
Escolar a la Carte,,0,0
Fresh Steamed Vegetables,,2.75,0
Red Velvet Cake,,5.95,0
Wood-Grilled Tilapia*,"""With olive oil and our signature grill seasoning, topped with roasted tomatoes, basil and balsamic glaze. *These items are cooked to order. Consuming raw or undercooked meats, poultry, seafood, shellfish, or eggs which may contain harmful bacteria may increase your risk of foodborne illness, especially if you have certain medical conditions.""",16.99,1
Frozen Virgin Pina Colada,,4.25,0
Nacho Fries,"Crispy, boldly seasoned fries served with warm nacho cheese dip.",1.49,0
Black Mushrooms with Baby Bok Choy,,10.75,0
Antipasto Salad,"Tomatoes, cucumber, onions, capicola, hot peppers, ham, provolone cheese, and salami.",0,0
On Main Combo,"Two little mermaid, two steamed dumplings, two spring rolls and two gyoza.",7,0
BBQ Sauce,,0.25,0
Nachos,"Chips layered with choice of beef, pork, chicken or ground beef. Topped with black beans, pico, queso, and cotija cheese. Choice of salsa on the side.",6.99,0
Takoyaki,"5 pieces fried octopus ball, green onion and red ginger.",6,0
Bottled Water,Enjoy a cold bottle of water.,1.95,0
Sal's Famous Philly's,"Steak or Chicken   
onions, peppers,  and/or mushrooms",0,1
Egg & Cheese Biscuit,Rise and shine with our Biscuit Sandwich. Fluffy eggs and creamy American cheese are layered carefully between one of our warm biscuits.,2.99,0
Fried Half Chicken,,2.9,0
PepsiÂ®,,1.79,0
Turkey Breast Chopped Salad,Get flavor without the flab when you try this American classic. Dive into tender turkey breast piled sky high with crisp veggies.,7.49,0
Clam Chowder,Nickey's famous homemade New England style chowder.,0,0
Soy Sauce,,0.05,0
Side of Corned Beef Hash,,4.99,0
2 Eggs,,1.5,0
Tres Leches Cake,,3.29,0
Truffle Fries,"Hand-cut potato fries, black truffle mince and white truffle oil.",7,0
Assorted Jarritos Catering,,3.25,0
02. Vegetables Egg Rolls,2 pieces.,2.75,0
Spinach and Artichoke Dip,Served with fresh warm tortilla chips. Topped with Parmesan cheese.,10,0
Falafel Appetizer,6 chickpea and herb balls served with hummus on the side.,7,0
Orange Juice,Fresh squeezed.,0,0
6 Pieces Wing Dings,,6.35,0
Mango Juice,,4.95,0
12 oz. Can Soda,,1.5,0
133. Naruto Roll,"Choice of tuna, salmon or yellowtail with kani, avocado and tobiko wrapped in slices of cucumber.",12.5,0
Pork Carnitas,"Tender pulled pork slow cooked with herbs and spices. Served with Mexican rice, refried beans, lettuce, pico de gallo, avocado slices and tortillas.",16.49,0
104. 6 Fried Chicken Wings,,5.95,0
Nachos BellGrandeÂ® Combo #5,Served with a drink and a crunchy taco supreme.,6.79,0
Meat Samosa,Crispy turnovers stuffed with ground beef.,0.79,0
Melon,,5.2,0
LiptonÂ® Unsweetened Iced Tea,,1.79,0
Gatorade Cool Blue,,2.79,0
Okra and Tomatoes,,0,0
Beauty Fifteen Salad,"Seasonal 15 kind of fresh vegetable and beans, bed of arugula leaf and served with healthy miso dressing.",10,0
Onion Rings,,4.5,0
Cheese Whiz Fries,,4.75,0
Cannoli,Drizzled with chocolate & powdered sugar.,4,0
Rice,,1.88,0
Wahoo's Green Sauce,,0,0
Soft Drink,,2.25,0
Toppings,"Oreos,brownie bits, mini m&ms,heath bar bits, mini choc chips, sprinkles, fruity pebbles, hot fudge,hot caramel or hot nutella. Each topping is 0.75 cents",0.75,0
"Sausage, Egg and Cheese Sandwich",Served on regular bread or bagel.,4.5,1
Hot Pastrami Sandwich,Grilled Pastrami Served on Rye Bread with coleslaw.,9.99,1
Oriental Green Salad,Green vegetables and seaweed salad with house dressing.,4.75,0
Mashed Potatoes (No Gravy),Creamy mashed potatoes,0,0
Caesar Salad,Fresh Romaine with parmesan cheese and croutons.,6.75,0
Kyuri Salad,"Cucumber, avocado, togarashi, sesame and shiso. Vegan/gluten free.",9,0
Bhindi Masala,"Fresh okra cooked with onions, tomatoes and spices. Served with basmati rice.",9.99,1
Chicken Caesar Salad,Grilled chicken on top of a bed of crisp romaine tossed with Caesar dressing and homemade croutons.,11.79,0
Best BeginningsÂ® Appetizer Combo,"Spinach and artichoke dip, mozzarella sticks, avocado egg rolls and boneless wings.",19.25,0
2 Maryland Crab Cakes Salad,2 Maryland crab cakes with a salad of organic mixed baby greens and tomato.,25.95,0
"Sausage, Egg & Cheese Biscuit","Four words: Sausage. Egg. Cheese. Biscuit. Yeah, finally, youâll want to eat your words. Because this buttermilk biscuit is topped with a freshly cracked egg, American cheese and sausage. Scratch that, itâs one word: Incredible.",2.79,0
Hot and Sour Soup,,0,0
Extra Crostini,,1,0
Oatmeal Raisin Cookie,,0.99,0
X2 Energy Strawberry Kiwi,,2.89,0
4 Chicken Wings,,7.2,0
Classic Bread Sticks,,4.95,0
Shrimp and Vegetable Tempura,,7,0
Bottled Water,,1.99,0
Bottled Water,,1.99,0
Bacon,,4.5,0
Chicken Jalfrezie,"Tender pieces of chicken sauteed with onions, bell peppers and spices, cooked in curry sauce. Served with basmati rice.",11.99,1
Dasani Bottled Water (16.9oz.),,1.85,0
Watermelon Candy Freeze,"A deliciously, refreshing watermelon slushy drink, with candy watermelon seeds",2.59,0
BKÂ® Ultimate Breakfast Platter,"Our BKÂ® Ultimate Breakfast Platter has all your signature favorites, including a mingling of warm scrambled eggs, crunchy Hash Browns, savory sausage, a warm baked biscuit, and three fluffy pancakes drizzled in sweet syrup.",4.89,0
Tofu,,3.5,0
Coleslaw,,0,0
Cobb Salad Wrap,"Sliced chicken, thick-cut bacon, sliced egg, bleu cheese, fresh avocado, lettuce, and tomatoes with ranch dressing wrapped in a spinach tortilla.",7.95,0
Miso Seafood Soup,"Miso broth with crab meat, shrimp, clams, calamari, scallops and mussels.",12,0
94. Bean Curd Szechuan Style,Served with rice. Hot and spicy.,8.25,0
Pudding,Please call the restaurant for today's selection.,5.45,0
Frutillas con Crema,Fresh strawberry and cream.,8.5,0
Mama's Wings,"5 pieces. Wings just like mama used to make. Choice of classic BBQ, Buffalo, red hot cayenne or jerk. Served with ranch or blue cheese.",9.89,0
Garden Salad,"Romaine lettuce, cucumber, tomatoes and red onions with our citrus dressing.",0,0
Rice Seafood Soup,"Rice, celery, green onion, cilantro, broth and garlic.",0,0
Cheesesteak Omelette Brunch,"Shaved prime rib, caramelized onions, peppers, and pepper jack cheese with hash browns and toast.",12,1
BBQ Pork with Vegetables Lunch Special,With choice of side.,7.25,1
Mashed Potatoes,,1.99,0
Blueberry Maple Square,"Egg, sausage and melted cheddar on a blueberry maple square.",3.2,1
Soup of the Day,,0,0
Potato Wedges,Crispy potatoes seasoned with a special blend of herbs and spices,0,0
S2. Hot and Sour Soup,Hot and spicy.,0,0
Fried Shrimp (4 Pcs),Deep fried lightly breaded butterflied shrimps.,7.5,0
English Muffin,,2.69,0
Chips,Choice of flavor.,2.5,0
1/2 Pint Guacamole,,4.5,0
Melon Madness Smoothie,"Melon, banana and fruit cocktail juice.",0,0
54. Spicy Salmon Roll,"Chopped salmon, spicy mayo and fish inside-out with fish egg.",8.95,0
Chicken Caesar Wrap,"Grilled sliced chicken breast with lettuce, grated cheese and creamy Caesar dressing.",8.65,1
Kid's Rollups,"Your choice of meat wrapped with provolone cheese. Includes apple slices, carrots, your choice of drink and yellow chocolate candies.",5,0
SHRIMP REMOULADE,"Large gulf shrimp over fresh greens, bell peppers, shredded carrots, tomatoes with spicy New Orleans mustard dressing.",13,0
Kid's Spaghetti Meatballs Marinara,Served with small soda and a scoop of ice cream. Please contact restaurant for selections.,9.95,1
Ultimate party,"Ultimate party (Serves 20-25) 5 Quarts, 5 Mix-ins  cups and spoons included. Please put mixins choices in comments.",79.99,0
1 Egg Roll,,1.5,0
Side of Meatballs,Three meatballs,4.5,0
138. Cannoli,,6,0
"Pasta with Olive Oil, Garlic and Fresh Tomatoes",Served with fresh baked rolls.,9.95,1
Chef Salad,,6.95,0
Chicken Cordon Bleu Sandwich,"Marinated chicken with grilled ham, Swiss cheese, lettuce, tomato and mayonnaise on soft kaiser roll. Served with premium fries.",8.95,1
20 oz. Aquafina,,1.89,0
Tomato and Cucumber,,6,0
Spicy Italian Chopped Salad,"Go ahead, spice up your life. The Spicy Italian features spicy pepperoni and sensational salami. Try one today with everything else your taste buds desire.",7.19,0
Caesar Salad Lunch,Julius never had it so good.,12.5,0
PepsiÂ®,,1.79,0
Egg Drop Soup,,1.75,0
Sugar Free Cupcake,,0,0
EGG-NORMOUS BURRITOâ¢ Meal,"Featuring a generous serving of savory sausage, thick-cut smoked bacon, lots of fluffy eggs, topped with Queso sauce, golden hash browns, plus a creamy spicy sauce all wrapped up in a warm flour tortilla and served with a side of Picante Sauce. Meal comes in medium and large sizes. Served with Hash Browns, your choice of Drink.",0,0
Vegetable Momo,"Steamed dumpling prepared with cabbage, onion, spices and served with sesame sauce.",8.99,0
Duck Salad,"Fried duck meat, onion, scallion, mint, pineapple, cashew nuts and lime chili paste sauce. Spicy.",10,0
Miso Soup,,2.75,0
Catering Refried Beans,,0,0
Starburst fruit taste original 7.20oz,,2.99,0
14b. Moo Yang,Grilled marinated pork.,8,0
Red Bull,,2.99,0
Nacho Cheese DoritosÂ® Locos Tacos,"A crunchy taco shell made from Nacho Cheese DoritosÂ® is filled with seasoned beef, crispy lettuce, and pico de gallo.",1.89,1
Spicy Kani Salad,"Includes crab stick, cucumber & masago (contains gluten) with Sriracha & Sriracha Aioli, topped with tempura flakes (contains gluten).",4,0
Strawberry Avocado Chicken Salad,"Crispy chicken, baby spinach, arugula, strawberry, avocado, green onion, candied walnuts, poppyseed dressing.",11.2,0
Ginger,Sushi ginger,2.99,0
Won Ton Barbecue Pork Soup,"Homemade shrimp wontons, steamed, and served over bean sprouts and lettuce, in soup. Topped with barbecue pork, cooked garlic, green onions, and cilantro.",7.49,0
Specialty Pizza and 2-Topping Pizza Special,,0,0
Garlic Fries,,3,0
Coca-Cola,Fountain beverage. A product of The Coca-Cola Company.,0,0
Caesar Salad,"Our original Caesar dressing recipe and zesty croutons tossed in romaine lettuce, Parmesan cheese and grilled chicken breast.",0,0
Watermelon Candy Freeze,"A deliciously, refreshing watermelon slushy drink, with candy watermelon seeds",2.59,0
Cold Cut Combo Chopped Salad,"Can't decide what kind of meat you want? Get them all. The Cold Cut Combo is stacked with turkey based ham, salami and bologna. This combo has a little bit of everything.",6.59,0
6 Mozzarella Sticks,,4.99,0
Tuna Salad,With fresh salad topped with mounds of tuna and cheese slices. Served with garlic bread and boiled egg.,6.5,0
Broccoli Rabe and Sausage,,11,0
10 Wings,Max two flavors.,8.5,0
Cool Flan,,6.95,0
Poke Tuna,Gluten free.,9.95,0
Coleslaw,,3.59,0
Georgia Gold Tenders Combo,"3 pc. or 5 pc. Tenders with Georgia Gold Honey Mustard BBQ, a side of your choice, a biscuit, and a medium drink",0,0
Chef Salad,,6.5,0
Fat Free Milk,"A good source of Calcium and Vitamin D, Fat Free Milk is a cool and refreshing complement to any meal.",1.89,0
Nashville Hot Tenders Combo,"3 pc. or 5 pc. Tenders with Nashville Hot, a side of your choice, a biscuit, and a medium drink",0,0
Bacci Pizza Fries,,3.25,0
Cranberry Juice,,2.5,0
X2 Energy Lime,,2.99,0
Variety Taco Party Pack,"Your choice of 12 of the following tacos: Crunchy or Soft Tacos, Fiery DoritosÂ® Locos Tacos, Cool Ranch DoritosÂ® Locos Tacos, or Nacho Cheese DoritosÂ® Locos Tacos.",17.99,0
Hot Chocolate,With whipped cream.,0,0
12 Cans of Diet Coke,,15,0
Fried Zucchini and Cauli,Organic fried zucchini and cauliflower with choice of pesto or chipotle aioli. Vegetarian.,3.5,0
20 oz. Nestea,,1.85,0
Siracha Crab Cakes,,10.99,0
Large Mineral Water,,3.95,0
Chicken Quesadilla,"An extra flour tortilla filled with melty three-cheese blend, fire grilled chicken, creamy jalapeÃ±o sauce folded and grilled to perfection.",3.79,0
Portobello Salad,"Spring mix, tomatoes, topped with chicken or beef tips.",0,0
Baked Lay's Chips,,1.49,0
Beef with Snow Pea Pods,Served with rice.,0,1
Apple Juice,,2.99,0
Cheese Board,"Manchego, tipsy goat cheese, iberico and Brie cheese, dried apricots and jam.",12,0
Coffee with Coconut,,0,0
Gatorade Cool Blue,,2.39,0
Taco Party Pack,"Your choice of 12 of the following tacos: Crunchy or Soft Tacos, Crunchy or Soft Taco SupremesÂ®.",13.99,0
Grilled Chicken Salad,"With romaine lettuce, tomatoes, onions, and avocado served with house dressing.",7.5,0
Honey Sauce,,0,0
Lemonade,,2.09,0
Cranberry Juice,,0,0
Mini Macaron,Almond cookies with sweet fillings,10,0
Garlic Bread,,2.99,0
Mighty Mango Smoothie,,4,0
Nacho Fries,"Crispy, boldly seasoned fries served with warm nacho cheese dip.",1.29,0
Chocolate Lava Cake,"A warm, rich chocolate cake filled with molten chocolate and topped with premium vanilla ice cream.",3.19,0
Strawberry Lemonade,,2.79,0
Hot Pepper Rings,"Side of hot pepper rings, served in a cup.",0.75,0
Orange Juice,,1.5,0
Ice Tea,,2,0
Texas Toast,,0.7,0
Antipasto Salad,"With ham, salami, mozzarella cheese, lettuce, tomato, onions, cucumbers and olives.",8,0
Gatorade Fruit Punch,,2.29,0
French Fries,,2,0
Steamed Rice,,2.49,0
Diet Coke,,1.49,0
Buttermilk Ranch,,0,0
Coca-Cola,,1.95,0
French Toast Sticks - 5 pc,"Sweet, golden brown, and piping hot, our five-piece French Toast Sticks are perfect for dipping in a side of sweet syrup while youâre on the go.",1.89,0
Veggie DeliteÂ® Sandwich,"Crispy, crunchy and classically delicious. The Veggie Delite is proof that a sandwich can be high in flavor without being high in fat. Try a delicious combination of lettuce, tomatoes, green peppers, cucumbers, spinach and onions with choice of fat-free condiments on freshly baked bread.",0,1
Milk,,1.89,0
D2. Vegan Carrot Cake,,4.5,0
Chicken Tostada,,5.5,0
S1. Happy Family,"Crab meat, jumbo shrimp, scallops, chicken, roast pork and beef with mixed veggies. Served with white rice.",12.95,0
Cinnabon DelightsÂ® 2 Pack,"Warm donut holes filled with CinnabonÂ® signature cream cheese frosting, and dusted in Makara Cinnamon sugar",1.29,0
Tea,,0,0
Hunan Beef Chef's Specialty,Crispy beef filet stir-fried with Hunan sauce with broccoli.,13,1
Homemade Potato Chips,,1.99,0
Pasta Salad,"Pasta, broccoli, tomato, ham and provolone cheese in a creamy vinaigrette.",8.95,0
18. Lectuce Wrap,"Ground chicken, shiitake, glass noodle and onions served with fresh lettuce.",9,0
Bottled NestlÃ©Â® Pure LifeÂ® Purified Water,,1.99,0
17. Seafood with Seaweed Soup,,9.98,0
Bottled Water,,1.49,0
1 lb. Wings,,8.99,0
Quesadillas,"Onion, peppers salsa, sour cream.",8.79,0
Shrimp Salad,,0,0
Noodles with Sesame Sauce,,3.5,0
Iced Tea,,2.5,0
Bottled Water,,6.5,0
Fruit Custard,,3.59,0
12 Cans of Coke,,18,0
Stewed Pork with Potato,,9.95,1
Beets Salad,"Marinated rainbow beets, arugula, caramelized walnuts and capers with mizithra cheese.",11.5,0
Tiger Shishito Pepper,,5.95,0
Kid's Chicken Nuggets,Served with choice of side and drink.,4.99,1
Tossed Salad,"Lettuce, tomatoes, onions and cucumber.",4.95,0
Shrimp Cocktail Appetizer,,12.5,0
Canada Dry,,0,0
Canned Pepsi,,1.49,0
Grilled Chicken Salad,,12,0
Coca Cola,,3,0
Greek Salad,"Lettuce, tomatoes, cucumbers, kalamata olives and feta cheese with balsamic dressing.",8,0
Ar-ge Ika,"Deep fried calamari, tempura bell pepper topped with scallion serve with spicy mayo sriracha sauce.",7.95,0
Miso Soup,"Seaweed, tofu and scallion in soy bean broth.",1.95,0
Shrimp Scampi Fritta,Hand-breaded and fried shrimp lightly tossed with garlic and a white wine butter sauce.,12.99,0
Hummus with Black Olive,,6,0
Punzu Sauce,,1,0
Sorrento Chicken Soup,"Homemade soup with organic free-range chicken, tender vegetables, finished with a hint of lemon.",6,0
STREET HEAT | KIDS,"house pizza sauce, cherry pepper sauce, hot hot sauce, smoked gouda, mozzarella, roasted chicken, and caramelized onion, topped with sweet & spicy pickles, cilantro, and a honey sriracha drizzle",6.95,1
Sweet Potatoes Fries,,3.39,0
Italian Chopped Salad,"Roasted chicken, romaine, smoked buffalo mozzarella, roma tomatoes, artichokes, chopped pepperoni, feta, cucumber, garbanzos, parmesan, oreganata dressing.",12.5,0
Organic Yucatan Yams,,2.99,0
QUARTER POUND KINGâ¢,"Featuring flame-grilled 100% beef, topped with all of our classic favorites: American cheese, freshly sliced onions, zesty pickles, ketchup, & mustard all on a toasted sesame seed bun. *Weight based on pre-cooked patties.",4.49,1
Fish Taco,"Corn tortilla, mayonnaise, fish and cabbage salad.",3.5,0
Chips and Guacamole,Nacho chips served with a side of premium guacamole.,1.69,0
Large 10 lb. Mediterranean Salads,"Tahini, humus, babaganoush, matbucha, Moroccan carrots and eggplant, served with pita.",69.95,0
Kon Pao Chicken Lunch Special,"Chicken breast, peanuts, green onions, chili peppers in a spicy brown sauce. Served with soup, a spring roll, Asian green salad and steamed rice.",10,1
11. French Fries,,0,0
Banana Split,,6.5,0
3 Pieces Mackerel Sashimi,Saba.,5,1
Pies,,0,0
3 Pieces Wings and 20 Pieces Shrimp Basket,Includes french fries.,10.99,1
Fried Dumplings,,0.7,0
Chips and Salsa,Nacho chips and salsa.,1.89,0
2 Pieces of Sausage,,6.95,0
Minute MaidÂ® Orange Juice,"Minute MaidÂ® Orange Juice explodes with flavor and is a good source of Vitamin C.Â© The Coca-Cola Company. Minute Maid"" and ""Put Good In. Get Good Out."" are registered trademarks of The Coca-Cola Company.""",1.49,0
Bottled Water,,0.75,0
Ribeye Splitter,Sliced roasted ribeye covered with melted Monterey Jack cheese and caramelized onions on toasted bread and bordelaise sauce with a side of horseradish mayo.,7.99,0
Cookies,"Belvetter, Sugar and Chocolate chip",0.75,0
CS12. Tea House Tofu Clay Pot,,12.95,0
4 oz. Extra Meat,,2.99,0
20 oz. Soda,,1.69,0
85. Shrimp with Mixed Vegetables,Served with white rice.,0,1
67. Side of Goat Meat,,5,0
Volcano Roll,,13.95,0
6 Zeppole,,3.25,0
Caramel Nut Hot Coffee,,0,0
Honey Chipotle Wings,"Made-to-order, bone-in wings that are oven-baked to a golden crisp and then drizzled in a honey chipotle sauce. Served with your choice of dipping sauce.",0,0
Bagel with Lox Spread,,4.95,0
X2 Energy Raspberry,,2.99,0
Plenty of Fish in a Roll,"Tuna, yellowtail, albacore, shrimp tempura, masago and mayo in soy paper.",20,0
Espresso,,0,0
Buffalo Chicken Salad,,10.75,0
2 Piece Dark Chicken,,3.99,0
Freshly-Brewed Iced Tea Sweetened,Freshly-brewed each day from a premium blend of tea leaves. Available sweetened with real cane sugar or unsweetened.,0,0
Papadam,Thin and crispy wafers made from chickpea flour served with a combination of chutneys.,1.99,0
Garlic,,0,0
Black Tea,,1.75,0
Sticky Wings,Honey-basted.,0,0
Cilantro (On The Side),,0.5,0
Cold Antipasto,Fresh assortment of Italian delicacies.,8.95,0
Half Honey Balsamic Basil Rotisserie Chicken,Includes 2 regular sides and cornbread.,11.29,0
Side of Fries,,2.35,0
Autumn Rolls,"Includes 2 pieces. Lettuce, mint, basil, shredded tofu, black fungus, julien carrot and shiitake mushroom wrapped inside rice paper, served with mung bean sauce.",5.5,0
Chimichanga,,2.25,0
Chicken Katsu Musubi,2 pieces,3.5,0
Classic Sliders,"Cheese, special sauce, arugula, tomato, pickle, and fries.",12.25,0
Garbanzo Bean Soup,,0,0
Caesar Salad with Grilled Shrimp,,12.5,0
House Salad,Vegetarian (contains eggs).,3.75,0
Snapple,"Kiwi Strawberry Snapple,  Snapple Apple, Mango Madness Snapple",2.5,0
MINNESTRONE SOUP,,6.95,1
Mini 2-Toppings Pizza Lunch,,10.49,1
Cuban Soda,,1.25,0
56. Twice Cooked Pork,Served with white or brown rice.,0,1
17. Thai Chicken Clear Noodles Soup,,3.5,0
Palio's Vegetable Pizza,"Fresh baby spinach, red onions, black olives, fresh mushrooms, red and green peppers, fresh Roma tomatoes and mozzarella cheese.",0,1
12 Chocolate Chip Cookies,12 of our signature chocolate chip cookies,5.99,0
Blacked Poblano Tilapia Salad,,7.5,0
Wiqui Waquiâ¢,"Grilled & chilled chicken breast, cheddar, Jack, tomatoes, red onion, jicama & mixed greens, tossed with ranch dressing & topped with tortilla strips, BBQ sauce & scallions.",11.59,0
Shrimp Biryani,Rice and spices.,14.99,0
Garlic Bread Parmigiana,,3.95,0
French Fries,Natural-cut and perfectly cooked.,0,0
Charred Seasonal Mushrooms Dinner,Brown butter and chives.,13,0
Hash Browns,"Make your morning sizzle with a side of our signature crunchy, golden Hash Browns.",0,0
Bluefin Tuna Tartare,"Fresh pickled wasabi, asparagus, masago, chives and wasabi aioli. Served with wonton chips.",20,0
Spring Roll,Golden fried crisp spring rolls served with sweet chili sauce.,4.95,0
Salade Nicoise,"Fresh tuna, egg, tomato, green beans, radish, anchovies, olives and potato.",14.5,0
Ice Cream,"Golnazar, walnut and pistachio.",1.95,0
Potato Salad,,3.58,0
Honey Spare Ribs (5),,7.5,0
Cinnabon DelightsÂ® 2 Pack,"Warm donut holes filled with CinnabonÂ® signature cream cheese frosting, and dusted in Makara Cinnamon sugar",1,0
Italian Nachos,"Italian sausage, banana peppers, mozzarella Asiago blend and bechamel.",11,0
51. Two Pieces Gulab Jamun,Deep fried dough served in sugar syrup flavored with rose wafer.,2.99,0
Caesar Salad,"Buttery croutons, Parmesan cheese and house Caesar dressing.",0,0
Large Mushroom,,2,0
Corn Tortillas,,1.75,0
French Onion Soup,,7,0
Seafood-Stuffed Mushrooms,Fresh mushrooms with our signature seafood stuffing smothered in Monterey Jack cheese and baked until bubbly brown.,9.99,0
Wisconsin Cheese Curds,"Beer battered ""squeaky cheese"" served with rosemary buttermilk sauce for dipping.",8.5,0
79. Chicken Gyro,,6.35,1
Diet Fuze Iced Tea,,2,0
6 Pieces Chicken Wings,,5.95,0
Pasta Salad,"Pasta, black olives, cherry tomatoes, feta cheese, pepperoncini, Italian dressing and extra virgin olive oil.",6.49,0
Cheese Fries,,6,0
9 Pieces Zucchini,,4.49,0
Apple Juice,,2.5,0
16. Crispy Smelled Bean Curd,,5.55,0
House Salad,,0,0
Young Chow Fried Rice,,0,1
Nachos BellGrandeÂ® Combo #5,Served with a drink and a crunchy taco supreme.,6.69,0
55. Cabbage Salad,"Tomatoes, mint and lemon dressing.",0,0
Blended Juice,,0,0
Home Fries,,4,0
Almond Cookie,,1.7,0
34. Ice Milk Coffee,,4,0
Feijao Preto,,5.5,0
Fountain Sprite,30oz Drink,2.39,0
French Fries,,3.45,0
Fresh Water Eel Unagi Sashimi,"Large pan of pasta (spaghetti, mostaccioli or rigatoni with marinara), large pan of tossed salad and homemade bread.",79.95,0
Chicken Laab Salad,"Minced chicken with spicy lime sauce, Thai herbs, red onion, mint, scallions and cilantro.",8,0
Dolmades Alaniares,Sweet and spicy dolmades.,7.45,0
House Side Salad,Made fresh to order.,2.99,0
Apple Avocado Smoothie,"Apple, avocado, mint and lemonade.",7.75,0
Quesadilla,"Choice of protein, pico de gallo, corn and black bean salsa, Monterey Jack and cheddar cheeses, sour cream, and salsa.",0,0
Coleslaw,,0,0
Brisk Raspberry Iced Tea,,1.99,0
1. Queens Resmi Kebab,Ground chicken seasoned with Indian herbs and spices.,7.5,0
24 oz. Sports Bottled Water,,2.99,0
23. Brown Rice,,2.5,0
Lobster Miso Soup,Fresh lobster meat in soy bean soup.,12.08,0
Shrimp Salad,,10.99,0
Green Salad,Crisp garden fresh salad with house dressing.,3.95,0
Tonno Pomodoro e Basilico Panini,"Canned Italian tuna fish, tomato and basil.",9.5,1
Seafood Fries,,10.95,0
Bacon & Egg Biscuit Meal,"Our grab-and-go Egg & Cheese CROISSANâWICHÂ® is now made with 100% butter for a soft, flaky croissant piled high with fluffy eggs and melted American cheese. Meal comes in medium and large sizes. Served with Hash Browns, your choice of Drink.",0,0
The Snackrifice,"(2) chicken gyoza, (2) k pops, (2) fried ramen & cheese triangles served on a bed of loaded fries",13,0
10. Hot & Sour Seafood Soup,Spicy.,8.95,0
Greek Salad,"Crisp lettuce, feta, cucumber, tomato, banana pepper, green pepper, Kalamata olives, onion and Italian dressing.",8.99,0
Cookie,,0.75,0
Trio of Appetizers,"Skewers of grilled chicken topped with spicy peanut sauce, Garlic & Cheese Flatbread half and Spinach Artichoke Dip with toasted crostinis.",12.99,0
Monster,,2.99,0
Summer Salad,,11,0
Gluten Free Hot and Sour Soup,Spicy.,10.95,0
Assorted Beverages,"Bottled spring water, canned sodas and Snapple iced teas.",2.99,0
Crab Cake Salad,"Crispy crab cakes, arugula, fennel, citrus vinaigrette and chipotle aioli.",17,0
4. Potstickers,"Ground chicken, cabbage, green onions and ginger. Served with house sauce.",6.59,0
Milk Shakes,Hand dipped milk shakes are made with premium ice cream and topped with whipped cream.,4.49,0
1-Topping Party Size  Pizza,Pick up special.,18.25,0
Chicken Sandwich Combo,"Your choice of grilled, hand-breaded or BBQ chicken  on a sesame bun. Served with lettuce, tomatoes and a side of mayo. Includes french fries and a can of soda.",8.95,1
Pork Fried Rice,,0,0
Mixed House Salad,,0,0
6. Two Eggs Khachapuri,,8.95,0
3 Piece Dark Bacon Bourbon Rotisserie Chicken,Our Signature Rotisserie Chicken with a sweet bourbon sauce and topped with crisp bacon pieces. Includes 2 regular sides and cornbread.,8.99,0
Milk,,2.79,0
Soda,,3,0
12 Boneless Wings,Includes ranch or blue cheese.,7.99,0
8. Silver Wrapped Chicken,Four pieces.,5.75,0
French Fries,,2.5,0
Chili Fries,With melted cheddar.,9.5,0
Tropical Breeze Smoothie,"Pineapple, orange and non-fat yogurt.",0,0
213. Rice Cake Steamed with Pork Blood,,7.95,0
Tom Yum Shrimp Cup,"Spicy lemongrass soup with mushroom, tomato, cilantro and green onions.",0,0
112. Canh Tom Khoai Mo Soup,Shrimp and grated yam soup.,10.25,0
Granola Bowl,Topped with banana and honey.,4.5,0
LiptonÂ® Unsweetened Iced Tea,,1.69,0
Supreme Pasta,"Pepperoni, pork sausage, onions, mushrooms & green peppers.",4.99,1
Ika,Squid.,4,0
Catering Half Pan Tiramisu,,50,0
Chai Tea,,4.5,0
Trio of Sorbet,,6,0
